MATNR	ZZVWERK
EM70000542	ASCO
EM70000543	ASCO
EM70000544	ASCO
EM70000545	ASCO
EM70000546	ASCO
EM70000547	ASCO
EM70000548	ASCO
EM70000549	ASCO
EM70000550	ASCO
EM70000551	ASCO
EM70000552	ASCO
EM70000553	ASCO
EM70000554	ASCO
EM70000555	ASCO
EM70000556	ASCO
EM70000557	ASCO
EM70000558	ASCO
EM70000559	ASCO
EM70000560	ASCO
EM70000561	ASCO
EM70000562	ASCO
EM70000563	ASCO
EM70000564	ASCO
EM70000565	ASCO
EM70000566	ASCO
EM70000567	ASCO
EM70000568	ASCO
EM70000569	ASCO
EM70000570	ASCO
EM70000571	ASCO
EM70000572	ASCO
EM70000573	ASCO
EM70000574	ASCO
EM70000575	ASCO
EM70000576	ASCO
EM70000577	ASCO
EM70000578	ASCO
EM70000579	ASCO
EM70000580	ASCO
EM70000581	ASCO
EM70000582	ASCO
EM70000583	ASCO
EM70000584	ASCO
EM70000585	ASCO
EM70000586	ASCO
EM70000587	ASCO
EM70000588	ASCO
EM70000589	ASCO
EM70000590	ASCO
EM70000591	ASCO
EM70000592	ASCO
EM70000593	ASCO
EM70000594	ASCO
EM70000595	ASCO
EM70000596	ASCO
EM70000597	ASCO
EM70000598	ASCO
EM70000599	ASCO
EM70000600	ASCO
EM70000601	ASCO
EM70000602	ASCO
EM70000603	ASCO
EM70000604	ASCO
EM70000605	ASCO
EM70000606	ASCO
EM70000607	ASCO
EM70000608	ASCO
EM70000609	ASCO
EM70000610	ASCO
EM70000611	ASCO
EM70000612	ASCO
EM70000613	ASCO
EM70000614	ASCO
EM70000615	ASCO
EM70000616	ASCO
EM70000617	ASCO
EM70000618	ASCO
EM70000619	ASCO
EM70000620	ASCO
EM70000621	ASCO
EM70000622	ASCO
EM70000623	ASCO
EM70000624	ASCO
EM70000625	ASCO
EM70000626	ASCO
EM70000627	ASCO
EM70000628	ASCO
EM70000629	ASCO
EM70000630	ASCO
EM70000631	ASCO
EM70000632	ASCO
EM70000633	ASCO
EM70000634	ASCO
EM70000635	ASCO
EM70000636	ASCO
EM70000637	ASCO
EM70000638	ASCO
EM70000639	ASCO
EM70000640	ASCO
EM70000641	ASCO
EM70000642	ASCO
EM70000643	ASCO
EM70000644	ASCO
EM70000645	ASCO
EM70000646	ASCO
EM70000647	ASCO
EM70000648	ASCO
EM70000649	ASCO
EM70000650	ASCO
EM70000651	ASCO
EM70000652	ASCO
EM70000653	ASCO
EM70000654	ASCO
EM70000655	ASCO
EM70000656	ASCO
EM70000657	ASCO
EM70000658	ASCO
EM70000659	ASCO
EM70000660	ASCO
EM70000661	ASCO
EM70000662	ASCO
EM70000663	ASCO
EM70000664	ASCO
EM70000665	ASCO
EM70000666	ASCO
EM70000667	ASCO
EM70000668	ASCO
EM70000669	ASCO
EM70000670	ASCO
EM70000671	ASCO
EM70000672	ASCO
EM70000673	ASCO
EM70000674	ASCO
EM70000675	ASCO
EM70000676	ASCO
EM70000677	ASCO
EM70000678	ASCO
EM70000679	ASCO
EM70000680	ASCO
EM70000681	ASCO
EM70000682	ASCO
EM70000683	ASCO
EM70000684	ASCO
EM70000685	ASCO
EM70000686	ASCO
EM70000687	ASCO
EM70000688	ASCO
EM70000689	ASCO
EM70000690	ASCO
EM70000691	ASCO
EM70000692	ASCO
EM70000693	ASCO
EM70000694	ASCO
EM70000695	ASCO
EM70000696	ASCO
EM70000697	ASCO
EM70000698	ASCO
EM70000699	ASCO
EM70000700	ASCO
EM70000701	ASCO
EM70000702	ASCO
EM70000703	ASCO
EM70000704	ASCO
EM70000705	ASCO
EM70000706	ASCO
EM70000707	ASCO
EM70000708	ASCO
EM70000709	ASCO
EM70000710	ASCO
EM70000711	ASCO
EM70000712	ASCO
EM70000713	ASCO
EM70000714	ASCO
EM70000715	ASCO
EM70000716	ASCO
EM70000717	ASCO
EM70000718	ASCO
EM70000719	ASCO
EM70000720	ASCO
EM70000721	ASCO
EM70000722	ASCO
EM70000723	ASCO
EM70000724	ASCO
EM70000725	ASCO
EM70000726	ASCO
EM70000727	ASCO
EM70000728	ASCO
EM70000729	ASCO
EM70000730	ASCO
EM70000731	ASCO
EM70000732	ASCO
EM70000733	ASCO
EM70000734	ASCO
EM70000735	ASCO
EM70000736	ASCO
EM70000737	ASCO
EM70000738	ASCO
EM70000739	ASCO
EM70000740	ASCO
EM70000741	ASCO
EM70000742	ASCO
EM70000743	ASCO
EM70000744	ASCO
EM70000745	ASCO
EM70000746	ASCO
EM70000747	ASCO
EM70000748	ASCO
EM70000749	ASCO
EM70000750	ASCO
EM70000751	ASCO
EM70000752	ASCO
EM70000753	ASCO
EM70000754	ASCO
EM70000755	ASCO
EM70000756	ASCO
EM70000757	ASCO
EM70000758	ASCO
EM70000759	ASCO
EM70000760	ASCO
EM70000761	ASCO
EM70000762	ASCO
EM70000763	ASCO
EM70000764	ASCO
EM70000765	ASCO
EM70000766	ASCO
EM70000767	ASCO
EM70000768	ASCO
EM70000769	ASCO
EM70000770	ASCO
EM70000771	ASCO
EM70000772	ASCO
EM70000773	ASCO
EM70000774	ASCO
EM70000775	ASCO
EM70000776	ASCO
EM70000777	ASCO
EM70000778	ASCO
EM70000779	ASCO
EM70000780	ASCO
EM70000781	ASCO
EM70000782	ASCO
EM70000783	ASCO
EM70000784	ASCO
EM70000785	ASCO
EM70000786	ASCO
EM70000787	ASCO
EM70000788	ASCO
EM70000789	ASCO
EM70000790	ASCO
EM70000791	ASCO
EM70000792	ASCO
EM70000793	ASCO
EM70000794	ASCO
EM70000795	ASCO
EM70000796	ASCO
EM70000797	ASCO
EM70000798	ASCO
EM70000799	ASCO
EM70000800	ASCO
EM70000801	ASCO
EM70000802	ASCO
EM70000803	ASCO
EM70000804	ASCO
EM70000805	ASCO
EM70000806	ASCO
EM70000807	ASCO
EM70000808	ASCO
EM70000809	ASCO
EM70000810	ASCO
EM70000811	ASCO
EM70000812	ASCO
EM70000813	ASCO
EM70000814	ASCO
EM70000815	ASCO
EM70000816	ASCO
EM70000817	ASCO
EM70000818	ASCO
EM70000819	ASCO
EM70000820	ASCO
EM70000821	ASCO
EM70000822	ASCO
EM70000823	ASCO
EM70000824	ASCO
EM70000825	ASCO
EM70000826	ASCO
EM70000827	ASCO
EM70000828	ASCO
EM70000829	ASCO
EM70000830	ASCO
EM70000831	ASCO
EM70000832	ASCO
EM70000833	ASCO
EM70000834	ASCO
EM70000835	ASCO
EM70000836	ASCO
EM70000837	ASCO
EM70000838	ASCO
EM70000839	ASCO
EM70000840	ASCO
EM70000841	ASCO
EM70000842	ASCO
EM70000843	ASCO
EM70000844	ASCO
EM70000845	ASCO
EM70000846	ASCO
EM70000847	ASCO
EM70000848	ASCO
EM70000849	ASCO
EM70000850	ASCO
EM70000851	ASCO
EM70000852	ASCO
EM70000853	ASCO
EM70000854	ASCO
EM70000855	ASCO
EM70000856	ASCO
EM70000857	ASCO
EM70000858	ASCO
EM70000859	ASCO
EM70000860	ASCO
EM70000861	ASCO
EM70000862	ASCO
EM70000863	ASCO
EM70000864	ASCO
EM70000865	ASCO
EM70000866	ASCO
EM70000867	ASCO
EM70000868	ASCO
EM70000869	ASCO
EM70000870	ASCO
EM70000871	ASCO
EM70000872	ASCO
EM70000873	ASCO
EM70000874	ASCO
EM70000875	ASCO
EM70000876	ASCO
EM70000877	ASCO
EM70000878	ASCO
EM70000879	ASCO
EM70000880	ASCO
EM70000881	ASCO
EM70000882	ASCO
EM70000883	ASCO
EM70000884	ASCO
EM70000885	ASCO
EM70000886	ASCO
EM70000887	ASCO
EM70000888	ASCO
EM70000889	ASCO
EM70000890	ASCO
EM70000891	ASCO
EM70000892	ASCO
EM70000893	ASCO
EM70000894	ASCO
EM70000895	ASCO
EM70000896	ASCO
EM70000897	ASCO
EM70000898	ASCO
EM70000899	ASCO
EM70000900	ASCO
EM70000901	ASCO
EM70000902	ASCO
EM70000903	ASCO
EM70000904	ASCO
EM70000905	ASCO
EM70000906	ASCO
EM70000907	ASCO
EM70000908	ASCO
EM70000909	ASCO
EM70000910	ASCO
EM70000911	ASCO
EM70000912	ASCO
EM70000913	ASCO
EM70000914	ASCO
EM70000915	ASCO
EM70000916	ASCO
EM70000917	ASCO
EM70000918	ASCO
EM70000919	ASCO
EM70000920	ASCO
EM70000921	ASCO
EM70000922	ASCO
EM70000923	ASCO
EM70000924	ASCO
EM70000925	ASCO
EM70000926	ASCO
EM70000927	ASCO
EM70000928	ASCO
EM70000929	ASCO
EM70000930	ASCO
EM70000931	ASCO
EM70000932	ASCO
EM70000933	ASCO
EM70000934	ASCO
EM70000935	ASCO
EM70000936	ASCO
EM70000937	ASCO
EM70000938	ASCO
EM70000939	ASCO
EM70000940	ASCO
EM70000941	ASCO
EM70000942	ASCO
EM70000943	ASCO
EM70000944	ASCO
EM70000945	ASCO
EM70000946	ASCO
EM70000947	ASCO
EM70000948	ASCO
EM70000949	ASCO
EM70000950	ASCO
EM70000951	ASCO
EM70000952	ASCO
EM70000953	ASCO
EM70000954	ASCO
EM70000955	ASCO
EM70000956	ASCO
EM70000957	ASCO
EM70000958	ASCO
EM70000959	ASCO
EM70000960	ASCO
EM70000961	ASCO
EM70000962	ASCO
EM70000963	ASCO
EM70000964	ASCO
EM70000965	ASCO
EM70000966	ASCO
EM70000967	ASCO
EM70000968	ASCO
EM70000969	ASCO
EM70000970	ASCO
EM70000971	ASCO
EM70000972	ASCO
EM70000973	ASCO
EM70000974	ASCO
EM70000975	ASCO
EM70000976	ASCO
EM70000977	ASCO
EM70000978	ASCO
EM70000979	ASCO
EM70000980	ASCO
EM70000981	ASCO
EM70000982	ASCO
EM70000983	ASCO
EM70000984	ASCO
EM70000985	ASCO
EM70000986	ASCO
EM70000987	ASCO
EM70000988	ASCO
EM70000989	ASCO
EM70000990	ASCO
EM70000991	ASCO
EM70000992	ASCO
EM70000993	ASCO
EM70000994	ASCO
EM70000995	ASCO
EM70000996	ASCO
EM70000997	ASCO
EM70000998	ASCO
EM70000999	ASCO
EM70001000	ASCO
EM70001001	ASCO
EM70001002	ASCO
EM70001003	ASCO
EM70001004	ASCO
EM70001005	ASCO
EM70001006	ASCO
EM70001007	ASCO
EM70001008	ASCO
EM70001009	ASCO
EM70001010	ASCO
EM70001011	ASCO
EM70001012	ASCO
EM70001013	ASCO
EM70001014	ASCO
EM70001015	ASCO
EM70001016	ASCO
EM70001017	ASCO
EM70001018	ASCO
EM70001019	ASCO
EM70001020	ASCO
EM70001021	ASCO
EM70001022	ASCO
EM70001023	ASCO
EM70001024	ASCO
EM70001025	ASCO
EM70001026	ASCO
EM70001027	ASCO
EM70001028	ASCO
EM70001029	ASCO
EM70001030	ASCO
EM70001031	ASCO
EM70001032	ASCO
EM70001033	ASCO
EM70001034	ASCO
EM70001035	ASCO
EM70001036	ASCO
EM70001037	ASCO
EM70001038	ASCO
EM70001039	ASCO
EM70001040	ASCO
EM70001041	ASCO
EM70001042	ASCO
EM70001043	ASCO
EM70001044	ASCO
EM70001045	ASCO
EM70001046	ASCO
EM70001047	ASCO
EM70001048	ASCO
EM70001049	ASCO
EM70001050	ASCO
EM70001051	ASCO
EM70001052	ASCO
EM70001053	ASCO
EM70001054	ASCO
EM70001055	ASCO
EM70001056	ASCO
EM70001057	ASCO
EM70001058	ASCO
EM70001059	ASCO
EM70001060	ASCO
EM70001061	ASCO
EM70001062	ASCO
EM70001063	ASCO
EM70001064	ASCO
EM70001065	ASCO
EM70001066	ASCO
EM70001067	ASCO
EM70001068	ASCO
EM70001069	ASCO
EM70001070	ASCO
EM70001071	ASCO
EM70001072	ASCO
EM70001073	ASCO
EM70001074	ASCO
EM70001075	ASCO
EM70001076	ASCO
EM70001077	ASCO
EM70001078	ASCO
EM70001079	ASCO
EM70001080	ASCO
EM70001081	ASCO
EM70001082	ASCO
EM70001083	ASCO
EM70001084	ASCO
EM70001085	ASCO
EM70001086	ASCO
EM70001087	ASCO
EM70001088	ASCO
EM70001089	ASCO
EM70001090	ASCO
EM70001091	ASCO
EM70001092	ASCO
EM70001093	ASCO
EM70001094	ASCO
EM70001095	ASCO
EM70001096	ASCO
EM70001097	ASCO
EM70001098	ASCO
EM70001099	ASCO
EM70001100	ASCO
EM70001101	ASCO
EM70001102	ASCO
EM70001103	ASCO
EM70001104	ASCO
EM70001105	ASCO
EM70001106	ASCO
EM70001107	ASCO
EM70001108	ASCO
EM70001109	ASCO
EM70001110	ASCO
EM70001111	ASCO
EM70001112	ASCO
EM70001113	ASCO
EM70001114	ASCO
EM70001115	ASCO
EM70001116	ASCO
EM70001117	ASCO
EM70001118	ASCO
EM70001119	ASCO
EM70001120	ASCO
EM70001121	ASCO
EM70001122	ASCO
EM70001123	ASCO
EM70001124	ASCO
EM70001125	ASCO
EM70001126	ASCO
EM70001127	ASCO
EM70001128	ASCO
EM70001129	ASCO
EM70001130	ASCO
EM70001131	ASCO
EM70001132	ASCO
EM70001133	ASCO
EM70001134	ASCO
EM70001135	ASCO
EM70001136	ASCO
EM70001137	ASCO
EM70001138	ASCO
EM70001139	ASCO
EM70001140	ASCO
EM70001141	ASCO
EM70001142	ASCO
EM70001143	ASCO
EM70001144	ASCO
EM70001145	ASCO
EM70001146	ASCO
EM70001147	ASCO
EM70001148	ASCO
EM70001149	ASCO
EM70001150	ASCO
EM70001151	ASCO
EM70001152	ASCO
EM70001153	ASCO
EM70001154	ASCO
EM70001155	ASCO
EM70001156	ASCO
EM70001157	ASCO
EM70001158	ASCO
EM70001159	ASCO
EM70001160	ASCO
EM70001161	ASCO
EM70001162	ASCO
EM70001163	ASCO
EM70001164	ASCO
EM70001165	ASCO
EM70001166	ASCO
EM70001167	ASCO
EM70001168	ASCO
EM70001169	ASCO
EM70001170	ASCO
EM70001171	ASCO
EM70001172	ASCO
EM70001173	ASCO
EM70001174	ASCO
EM70001175	ASCO
EM70001176	ASCO
EM70001177	ASCO
EM70001178	ASCO
EM70001179	ASCO
EM70001180	ASCO
EM70001181	ASCO
EM70001182	ASCO
EM70001183	ASCO
EM70001184	ASCO
EM70001185	ASCO
EM70001186	ASCO
EM70001187	ASCO
EM70001188	ASCO
EM70001189	ASCO
EM70001190	ASCO
EM70001191	ASCO
EM70001192	ASCO
EM70001193	ASCO
EM70001194	ASCO
EM70001195	ASCO
EM70001196	ASCO
EM70001197	ASCO
EM70001198	ASCO
EM70001199	ASCO
EM70001200	ASCO
EM70001201	ASCO
EM70001202	ASCO
EM70001203	ASCO
EM70001204	ASCO
EM70001205	ASCO
EM70001206	ASCO
EM70001207	ASCO
EM70001208	ASCO
EM70001209	ASCO
EM70001210	ASCO
EM70001211	ASCO
EM70001212	ASCO
EM70001213	ASCO
EM70001214	ASCO
EM70001215	ASCO
EM70001216	ASCO
EM70001217	ASCO
EM70001218	ASCO
EM70001219	ASCO
EM70001220	ASCO
EM70001221	ASCO
EM70001222	ASCO
EM70001223	ASCO
EM70001224	ASCO
EM70001225	ASCO
EM70001226	ASCO
EM70001227	ASCO
EM70001228	ASCO
EM70001229	ASCO
EM70001230	ASCO
EM70001231	ASCO
EM70001232	ASCO
EM70001233	ASCO
EM70001234	ASCO
EM70001235	ASCO
EM70001236	ASCO
EM70001237	ASCO
EM70001238	ASCO
EM70001239	ASCO
EM70001240	ASCO
EM70001241	ASCO
EM70001242	ASCO
EM70001243	ASCO
EM70001244	ASCO
EM70001245	ASCO
EM70001246	ASCO
EM70001247	ASCO
EM70001248	ASCO
EM70001249	ASCO
EM70001250	ASCO
EM70001251	ASCO
EM70001252	ASCO
EM70001253	ASCO
EM70001254	ASCO
EM70001255	ASCO
EM70001256	ASCO
EM70001257	ASCO
EM70001258	ASCO
EM70001259	ASCO
EM70001260	ASCO
EM70001261	ASCO
EM70001262	ASCO
EM70001263	ASCO
EM70001264	ASCO
EM70001265	ASCO
EM70001266	ASCO
EM70001267	ASCO
EM70001268	ASCO
EM70001269	ASCO
EM70001270	ASCO
EM70001271	ASCO
EM70001272	ASCO
EM70001273	ASCO
EM70001274	ASCO
EM70001275	ASCO
EM70001276	ASCO
EM70001277	ASCO
EM70001278	ASCO
EM70001279	ASCO
EM70001280	ASCO
EM70001281	ASCO
EM70001282	ASCO
EM70001283	ASCO
EM70001284	ASCO
EM70001285	ASCO
EM70001286	ASCO
EM70001287	ASCO
EM70001288	ASCO
EM70001289	ASCO
EM70001290	ASCO
EM70001291	ASCO
EM70001292	ASCO
EM70001293	ASCO
EM70001294	ASCO
EM70001295	ASCO
EM70001296	ASCO
EM70001297	ASCO
EM70001298	ASCO
EM70001299	ASCO
EM70001300	ASCO
EM70001301	ASCO
EM70001302	ASCO
EM70001303	ASCO
EM70001304	ASCO
EM70001305	ASCO
EM70001306	ASCO
EM70001307	ASCO
EM70001308	ASCO
EM70001309	ASCO
EM70001310	ASCO
EM70001311	ASCO
EM70001312	ASCO
EM70001313	ASCO
EM70001314	ASCO
EM70001315	ASCO
EM70001316	ASCO
EM70001317	ASCO
EM70001318	ASCO
EM70001319	ASCO
EM70001320	ASCO
EM70001321	ASCO
EM70001322	ASCO
EM70001323	ASCO
EM70001324	ASCO
EM70001325	ASCO
EM70001326	ASCO
EM70001327	ASCO
EM70001328	ASCO
EM70001329	ASCO
EM70001330	ASCO
EM70001331	ASCO
EM70001332	ASCO
EM70001333	ASCO
EM70001334	ASCO
EM70001335	ASCO
EM70001336	ASCO
EM70001337	ASCO
EM70001338	ASCO
EM70001339	ASCO
EM70001340	ASCO
EM70001341	ASCO
EM70001342	ASCO
EM70001343	ASCO
EM70001344	ASCO
EM70001345	ASCO
EM70001346	ASCO
EM70001347	ASCO
EM70001348	ASCO
EM70001349	ASCO
EM70001350	ASCO
EM70001351	ASCO
EM70001352	ASCO
EM70001353	ASCO
EM70001354	ASCO
EM70001355	ASCO
EM70001356	ASCO
EM70001357	ASCO
EM70001358	ASCO
EM70001359	ASCO
EM70001360	ASCO
EM70001361	ASCO
EM70001362	ASCO
EM70001363	ASCO
EM70001364	ASCO
EM70001365	ASCO
EM70001366	ASCO
EM70001367	ASCO
EM70001368	ASCO
EM70001369	ASCO
EM70001370	ASCO
EM70001371	ASCO
EM70001372	ASCO
EM70001373	ASCO
EM70001374	ASCO
EM70001375	ASCO
EM70001376	ASCO
EM70001377	ASCO
EM70001378	ASCO
EM70001379	ASCO
EM70001380	ASCO
EM70001381	ASCO
EM70001382	ASCO
EM70001383	ASCO
EM70001384	ASCO
EM70001385	ASCO
EM70001386	ASCO
EM70001387	ASCO
EM70001388	ASCO
EM70001389	ASCO
EM70001390	ASCO
EM70001391	ASCO
EM70001392	ASCO
EM70001393	ASCO
EM70001394	ASCO
EM70001395	ASCO
EM70001396	ASCO
EM70001397	ASCO
EM70001398	ASCO
EM70001399	ASCO
EM70001400	ASCO
EM70001401	ASCO
EM70001402	ASCO
EM70001403	ASCO
EM70001404	ASCO
EM70001405	ASCO
EM70001406	ASCO
EM70001407	ASCO
EM70001408	ASCO
EM70001409	ASCO
EM70001410	ASCO
EM70001411	ASCO
EM70001412	ASCO
EM70001413	ASCO
EM70001414	ASCO
EM70001415	ASCO
EM70001416	ASCO
EM70001417	ASCO
EM70001418	ASCO
EM70001419	ASCO
EM70001420	ASCO
EM70001421	ASCO
EM70001422	ASCO
EM70001423	ASCO
EM70001424	ASCO
EM70001425	ASCO
EM70001426	ASCO
EM70001427	ASCO
EM70001428	ASCO
EM70001429	ASCO
EM70001430	ASCO
EM70001431	ASCO
EM70001432	ASCO
EM70001433	ASCO
EM70001434	ASCO
EM70001435	ASCO
EM70001436	ASCO
EM70001437	ASCO
EM70001438	ASCO
EM70001439	ASCO
EM70001440	ASCO
EM70001441	ASCO
EM70001442	ASCO
EM70001443	ASCO
EM70001444	ASCO
EM70001445	ASCO
EM70001446	ASCO
EM70001447	ASCO
EM70001448	ASCO
EM70001449	ASCO
EM70001450	ASCO
EM70001451	ASCO
EM70001452	ASCO
EM70001453	ASCO
EM70001454	ASCO
EM70001455	ASCO
EM70001456	ASCO
EM70001457	ASCO
EM70001458	ASCO
EM70001459	ASCO
EM70001460	ASCO
EM70001461	ASCO
EM70001462	ASCO
EM70001463	ASCO
EM70001464	ASCO
EM70001465	ASCO
EM70001466	ASCO
EM70001467	ASCO
EM70001468	ASCO
EM70001469	ASCO
EM70001470	ASCO
EM70001471	ASCO
EM70001472	ASCO
EM70001473	ASCO
EM70001474	ASCO
EM70001475	ASCO
EM70001476	ASCO
EM70001477	ASCO
EM70001478	ASCO
EM70001479	ASCO
EM70001480	ASCO
EM70001481	ASCO
EM70001482	ASCO
EM70001483	ASCO
EM70001484	ASCO
EM70001485	ASCO
EM70001486	ASCO
EM70001487	ASCO
EM70001488	ASCO
EM70001489	ASCO
EM70001490	ASCO
EM70001491	ASCO
EM70001492	ASCO
EM70001493	ASCO
EM70001494	ASCO
EM70001495	ASCO
EM70001496	ASCO
EM70001497	ASCO
EM70001498	ASCO
EM70001499	ASCO
EM70001500	ASCO
EM70001501	ASCO
EM70001502	ASCO
EM70001503	ASCO
EM70001504	ASCO
EM70001505	ASCO
EM70001506	ASCO
EM70001507	ASCO
EM70001508	ASCO
EM70001509	ASCO
EM70001510	ASCO
EM70001511	ASCO
EM70001512	ASCO
EM70001513	ASCO
EM70001514	ASCO
EM70001515	ASCO
EM70001516	ASCO
EM70001517	ASCO
EM70001518	ASCO
EM70001519	ASCO
EM70001520	ASCO
EM70001521	ASCO
EM70001522	ASCO
EM70001523	ASCO
EM70001524	ASCO
EM70001525	ASCO
EM70001526	ASCO
EM70001527	ASCO
EM70001528	ASCO
EM70001529	ASCO
EM70001530	ASCO
EM70001531	ASCO
EM70001532	ASCO
EM70001533	ASCO
EM70001534	ASCO
EM70001535	ASCO
EM70001536	ASCO
EM70001537	ASCO
EM70001538	ASCO
EM70001539	ASCO
EM70001540	ASCO
EM70001541	ASCO
EM70001542	ASCO
EM70001543	ASCO
EM70001544	ASCO
EM70001545	ASCO
EM70001546	ASCO
EM70001547	ASCO
EM70001548	ASCO
EM70001549	ASCO
EM70001550	ASCO
EM70001551	ASCO
EM70001552	ASCO
EM70001553	ASCO
EM70001554	ASCO
EM70001555	ASCO
EM70001556	ASCO
EM70001557	ASCO
EM70001558	ASCO
EM70001559	ASCO
EM70001560	ASCO
EM70001561	ASCO
EM70001562	ASCO
EM70001563	ASCO
EM70001564	ASCO
EM70001565	ASCO
EM70001566	ASCO
EM70001567	ASCO
EM70001568	ASCO
EM70001569	ASCO
EM70001570	ASCO
EM70001571	ASCO
EM70001572	ASCO
EM70001573	ASCO
EM70001574	ASCO
EM70001575	ASCO
EM70001576	ASCO
EM70001577	ASCO
EM70001578	ASCO
EM70001579	ASCO
EM70001580	ASCO
EM70001581	ASCO
EM70001582	ASCO
EM70001583	ASCO
EM70001584	ASCO
EM70001585	ASCO
EM70001586	ASCO
EM70001587	ASCO
EM70001588	ASCO
EM70001589	ASCO
EM70001590	ASCO
EM70001591	ASCO
EM70001592	ASCO
EM70001593	ASCO
EM70001594	ASCO
EM70001595	ASCO
EM70001596	ASCO
EM70001597	ASCO
EM70001598	ASCO
EM70001599	ASCO
EM70001600	ASCO
EM70001601	ASCO
EM70001602	ASCO
EM70001603	ASCO
EM70001604	ASCO
EM70001605	ASCO
EM70001606	ASCO
EM70001607	ASCO
EM70001608	ASCO
EM70001609	ASCO
EM70001610	ASCO
EM70001611	ASCO
EM70001612	ASCO
EM70001613	ASCO
EM70001614	ASCO
EM70001615	ASCO
EM70001616	ASCO
EM70001617	ASCO
EM70001618	ASCO
EM70001619	ASCO
EM70001620	ASCO
EM70001621	ASCO
EM70001622	ASCO
EM70001623	ASCO
EM70001624	ASCO
EM70001625	ASCO
EM70001626	ASCO
EM70001627	ASCO
EM70001628	ASCO
EM70001629	ASCO
EM70001630	ASCO
EM70001631	ASCO
EM70001632	ASCO
EM70001633	ASCO
EM70001634	ASCO
EM70001635	ASCO
EM70001636	ASCO
EM70001637	ASCO
EM70001638	ASCO
EM70001639	ASCO
EM70001640	ASCO
EM70001641	ASCO
EM70001642	ASCO
EM70001643	ASCO
EM70001644	ASCO
EM70001645	ASCO
EM70001646	ASCO
EM70001647	ASCO
EM70001648	ASCO
EM70001649	ASCO
EM70001650	ASCO
EM70001651	ASCO
EM70001652	ASCO
EM70001653	ASCO
EM70001654	ASCO
EM70001655	ASCO
EM70001656	ASCO
EM70001657	ASCO
EM70001658	ASCO
EM70001659	ASCO
EM70001660	ASCO
EM70001661	ASCO
EM70001662	ASCO
EM70001663	ASCO
EM70001664	ASCO
EM70001665	ASCO
EM70001666	ASCO
EM70001667	ASCO
EM70001668	ASCO
EM70001669	ASCO
EM70001670	ASCO
EM70001671	ASCO
EM70001672	ASCO
EM70001673	ASCO
EM70001674	ASCO
EM70001675	ASCO
EM70001676	ASCO
EM70001677	ASCO
EM70001678	ASCO
EM70001679	ASCO
EM70001680	ASCO
EM70001681	ASCO
EM70001682	ASCO
EM70001683	ASCO
EM70001684	ASCO
EM70001685	ASCO
EM70001686	ASCO
EM70001687	ASCO
EM70001688	ASCO
EM70001689	ASCO
EM70001690	ASCO
EM70001691	ASCO
EM70001692	ASCO
EM70001693	ASCO
EM70001694	ASCO
EM70001695	ASCO
EM70001696	ASCO
EM70001697	ASCO
EM70001698	ASCO
EM70001699	ASCO
EM70001700	ASCO
EM70001701	ASCO
EM70001702	ASCO
EM70001703	ASCO
EM70001704	ASCO
EM70001705	ASCO
EM70001706	ASCO
EM70001707	ASCO
EM70001708	ASCO
EM70001709	ASCO
EM70001710	ASCO
EM70001711	ASCO
EM70001712	ASCO
EM70001713	ASCO
EM70001714	ASCO
EM70001715	ASCO
EM70001716	ASCO
EM70001717	ASCO
EM70001718	ASCO
EM70001719	ASCO
EM70001720	ASCO
EM70001722	ASCO
EM70001723	ASCO
EM70001724	ASCO
EM70001725	ASCO
EM70001726	ASCO
EM70001727	ASCO
EM70001728	ASCO
EM70001729	ASCO
EM70001730	ASCO
EM70001731	ASCO
EM70001732	ASCO
EM70001734	ASCO
EM70001735	ASCO
EM70001736	ASCO
EM70001737	ASCO
EM70001738	ASCO
EM70001739	ASCO
EM70001740	ASCO
EM70001741	ASCO
EM70001742	ASCO
EM70001743	ASCO
EM70001744	ASCO
EM70001745	ASCO
EM70001746	ASCO
EM70001747	ASCO
EM70001748	ASCO
EM70001749	ASCO
EM70001750	ASCO
EM70001751	ASCO
EM70001752	ASCO
EM70001753	ASCO
EM70001754	ASCO
EM70001755	ASCO
EM70001756	ASCO
EM70001757	ASCO
EM70001758	ASCO
EM70001759	ASCO
EM70001760	ASCO
EM70001761	ASCO
EM70001762	ASCO
EM70001763	ASCO
EM70001764	ASCO
EM70001765	ASCO
EM70001766	ASCO
EM70001767	ASCO
EM70001768	ASCO
EM70001769	ASCO
EM70001770	ASCO
EM70001771	ASCO
EM70001772	ASCO
EM70001773	ASCO
EM70001775	ASCO
EM70001776	ASCO
EM70001777	ASCO
EM70001778	ASCO
EM70001779	ASCO
EM70001780	ASCO
EM70001781	ASCO
EM70001782	ASCO
EM70001783	ASCO
EM70001784	ASCO
EM70001785	ASCO
EM70001786	ASCO
EM70001787	ASCO
EM70001788	ASCO
EM70001789	ASCO
EM70001790	ASCO
EM70001791	ASCO
EM70001792	ASCO
EM70001793	ASCO
EM70001794	ASCO
EM70001795	ASCO
EM70001796	ASCO
EM70001797	ASCO
EM70001798	ASCO
EM70001799	ASCO
EM70001800	ASCO
EM70001801	ASCO
EM70001802	ASCO
EM70001803	ASCO
EM70001804	ASCO
EM70001805	ASCO
EM70001806	ASCO
EM70001807	ASCO
EM70001808	ASCO
EM70001809	ASCO
EM70001810	ASCO
EM70001811	ASCO
EM70001812	ASCO
EM70001813	ASCO
EM70001814	ASCO
EM70001815	ASCO
